1..5....4.2...97......1..8..4.....7.....6.5.....1...495.849....4..7...2...9.....1,167538294825649713394217685943825176781964532652173849518492367436751928279386451,
..45..3...7..19....15.........3..67.1..96....23....4.....4....66291........7..93.,964587312372619854815243769498352671157964283236871495783495126629138547541726938,
...2......3...7...5.168.....7...8...1....9......1....52.597..86...5.29....7..61..,784295613936417528521683479479358261152769834863124795245971386618532947397846152,
.........489....75...1....9.53..496.9.......4..1....3.....5.4..73...18.6.16...7..,167549328489362175325187649853274961972613584641895237298756413734921856516438792,
6.......184...92....9.5.....83..........963.5...1.4...4.5........8612....6.....2.,652483791841769253739251468983527614214896375576134982425978136398612547167345829,
......519.........9...5...667....1...5....4.31.9.64..8..6.78....189...7...761...5,723846519465129837981357246674583192852791463139264758596478321218935674347612985,
431...2.62..4...9...72...3.7.4......3.....1.......8......16.8...6...2..3...984...,431897256256431798897256431724615389385729164619348527942163875168572943573984612,
3.4....1....8.......7..9..6.8...2..7..6.....8...9.72........7..1....6.4..73..1...,364725819912864573857319426489652137726143958531987264645238791198576342273491685,
...741.3...3...8...72........5....167..3.....86.1.....6....5.....482.....3.4.7...,986741532153692847472583169345278916721369458869154723617935284594826371238417695,
.....9.7....6....4.8....9....9.....3.4..1......8456...9........7...4...5.6.5..4.1,435129876297685134186734952619872543542913768378456219954261387721348695863597421,
........4.4....9.5..3.........8...32..63.45..9...12.....85.3.9.2.....14...91.....,582791364641238975793465821174859632826374519935612487418523796257986143369147258,
.2....9785.1....4.....92.....718.29....2.7.......59..7.73..4.1.....15.........8.3,324561978591738642768492351457183296936247185812659437673824519289315764145976823,
.8..5.........7..9.79...1533.1....8.4.6.79..1........5..7.4..9.8..........5..3..7,683951472514237869279468153391524786456879231728316945137642598862795314945183627,
............2.689....897........8.7....4.....7.....6539.3...5626....39..5...8.3.4,892154736475236891136897245251368479369475128748912653983741562614523987527689314,
815.....9..........92...1......9.7.126...7.3...9..26.8.5...83.7.....95..6.8..1...,815273469346915872792864153483596721261487935579132648954628317127349586638751294,
2.6.7..3...9.24.684..3..2...8.9.2...6............3.9.....7.8..6....1.4.3.......1.,256879134139524768478361259384952671695187342721436985913748526867215493542693817,
64..9..57..9..7.....8.....45.1.............1..3..5......7..13...84.7.......4.8.76,643892157159647832728315694571269483496783215832154769967521348384976521215438976,
.5..4.1..9.8....7..1...93......1.......78..5.........7..953..1.4.1.9...2..5....84,352847169948361275716259348587916423294783651163425897829534716471698532635172984,
675..43.......5...2.4.....88..2..5.9.39...2.7.2...3....4.8...6.....5.78.....7....,675984321183625974294317658867241539439568217521793846742839165916452783358176492,
4.6.57....2.......3.8...64....8....113.2....4.......7.7..6.4.328..73............8,416357289927468513358921647674895321139276854582143976795684132861732495243519768,
.64.............5.2.8....3....12...38..54.67..71..3..55...3........8..2..1.....8.,764358912139276458258914736645127893823549671971863245587432169396781524412695387,
2.7.......94.562...1......5....1.94.7......16...6.........2..9......4....4.79.13.,257481369894356271316972485562817943739245816481639527178523694923164758645798132,
.92.8.7..4..7....63...9.41.2.7...1.........83......6....8........36...2....4.2...,692184735481753296375296418237865149164927583859341672728519364543678921916432857,
..1.....79487..1....5....2....4.78...7.1...5......5....62..8.15.1...........6.48.,621839547948752136735614928153427869279186354486395271362948715814573692597261483,
..1.8..27..9..18...8....5.4.1.39..7....8..3.584..75..2...........7..9...2...5....,431586927529741836786923514615392478972814365843675192164238759357469281298157643,
.....5..7.4.......5.....6..32..46.....5.92......7..19.69..7..1..3...14..4...29.76,183465927946217538572938641329146785715892364864753192698574213237681459451329876,
41...7....7.3..1.5....6.9...3.81......79.48.1..........5649.3...8..7....3.4......,419527638678349125523168974935812467267934851841756293756491382182673549394285716,
...16..9..1.9..2...4.......46..9...5...6....8...85.1........3...3.5.8.6...2....5.,827163594316945287945782613468391725751624938293857146584216379139578462672439851,
83.........5.....9.4...561..8.3......94...8.15.....74....9...83....7.49.3.....5..,831769254625418379947235618182347965794526831563891742476952183258173496319684527,
..34....6.65....4....7..51..3..69....57...6.1...8....5.4....7....6..8..9..1.....8,713452896265981347489736512138569274957324681624817935842195763376248159591673428,
9..7.14..2....4.1......897.6.43.....3.......1...2.......84..6.9.2......3..98.....,985721436273694518461538972614387295352946781897215364138472659726159843549863127,
28.....64.3.......4........7...21.8.1.34.8.2782.7....1..4......3....7..9...36.17.,287193564531642798496875213745921386163458927829736451674219835312587649958364172,
......134..1...96.........57.46...9..5..8...6.19.......3...5......4..5.759...1.8.,875926134321547968946318275784652391253189746619734852432875619168493527597261483,
.5..7.81.....8...5.43..9..............2.3...9....2...3.3519..4..1..48.3.2....7...,956273814127486395843519276391865427562734189478921653635192748719648532284357961,
...9...2...7....1.....1......85..7..7.46..9...5..8......2.9.8..9..45.2..8..72..6.,681975324297364518543812697168549732724631985359287146472196853936458271815723469,
.......4..3.54.27...8......8..39.7...21....5.......498.5..1..2...42....9....5....,572931846639548271418762935845396712921487653367125498756819324184273569293654187,
..2.1..5..9..3.28......8..1...12.8.....984...4......92..3........43.5...6......49,832719456591436287746258931359127864267984513418563792983642175174395628625871349,
3.9.7.48....5...6.5.......3..4..519.....94.5...18.....1.7..9...8..3...1....4.7...,329671485478523961516948273264735198783194652951862347147289536892356714635417829,
8.6.....1..7..8......3.76.........59..5.9...2....2..6......1...1..26...72..8...93,836952471427618935591347628672184359345796812918523764759431286183269547264875193,
....3..25.....87.1.79...86.6.7....5.....1.....35.8....756.9..8...3.21...8........,168734925542968731379152864617349258284517693935286417756493182493821576821675349,
..4...8.79.......3.1.9..45.7.5...124.39.....81........2..7.3....5.4....1..1...3.9,564321897972548613813967452785639124439152768126874935298713546357496281641285379,
.3.2..8..5...4.3.........62.841....33............5..41............5..627...476.5.,436219875528647319197385462784162593351794286962853741675928134849531627213476958,
.7........2594...3.6....57..5...312...1.74...3..62..........4.9..9.1...5.4....7..,173265948825947613964138572456893127281574396397621854618752439739416285542389761,
8..61..2..57.........42..7.....6.58....8.......87.4.6....5.......1..3.4..62.8.3..,834617925257938416916425873179362584645891732328754169783546291591273648462189357,
..4.9.3......7...8..3..81...1..2.........7.2429...6........1.72.718...........4..,824195367169374258753268149417523896386917524295486713548631972971842635632759481,
